부스번호,업체명,특별관,카테고리,id,company_name_eng,homepage,company_description,products,products_description,category
B2110,농업회사법인(주)제주향,,일반식품,216,"JEJUHYANG AGRICULTURAL CO., LTD.",www.jeju-hyang.com,"○ 농업회사법인(주)제주향은 제주의 천연자원을 생각하며 자연과 농민 그리고 제품과 소비자와 함께하는 차별화된 제품의 지속적인 개발을 위해 노력 하고 있는 기업이다

○ 제주의 싱그러움을 가득 담아 풍부하고 다양한 청정원료를 활용한 고부가가치 상품을 개발하는 회사로서, 감귤 및 만감류(한라봉, 천혜향)을 이용한 nfc음료개발, 풋귤을 활용한 기능성 음료 개발, 감귤부산물 및 청과를 이용한 바이오소재개발을 하고 있으며 지역 농업인과의 상생을 통한 지역경제 활성화에 기여하고 있다.

○ 앞으로도 제주감귤의 우수성을 알리고 감귤농가의 소득증대와 제주 미래성장을 주도하는 경쟁력 있는 기업으로 발전시키고자 노력하고자 한다.

○ 사업업분야: 착즙액<감귤, 한라봉, 천혜향, 풋귤(청귤),레드향>
              퓨레<한라봉, 천혜향>
              과채주스·음료<ODM/OEM/임가공>, 냉동감귤(껍질박피)

",제주향 감귤한라봉주스,"제품설명(Item Descrition)
○ Jeju Tangerine & Hallabong blended squeeze juice
○ 100% NFC 착즙주스로 물이 들어있지 않은 주스.
○ 제주의 과일인 감귤과 한라봉을 통째로 짜낸 후 물을 섞지 않고,  영양소를 최소한으로 파괴하여 스크류 착즙 생산방식을 적용하여 만든 착즙주스.
○ 물, 색소, 향료 등의 첨가물을 넣지 않고 최대한의 과일 고유의 맛과 향을  살린  제주의 자연을 그대로 담아 놓은 천연 착즙주스.","음료 (커피, 차, 주스, 탄산음료, 에너지 드링크, 이온음료 외)"
A2210,농업회사법인(주)다소니,,일반식품,213,,,,,,
B2104,주식회사 아티튜드,,일반식품,209,"Artitude.Co.,Ltd",www.lukt.co.kr,"룩트는 건강한 미식 경험을 목표로하는 유제품전문 브랜드입니다.
",룩트 띠크 요거트와 마일드 요거트 ,"프리미엄 그릭 요거트
1A급 원유 99.96%를 4배 농축ㅎ해서 만든 고단백 요거트 띠크와 저지방유를 3배 농축해서 만든 저지방 요거트 마일드","디저트/베이커리 (케이크, 푸딩, 빵/제과류, 초콜릿, 요거트/유제품 외)"
A4615,(주)아이더스에프앤비,,일반식품,210,IDUS FNB,https://www.puradakchicken.com/main/,"아이더스에프앤비 유통사업의 첫 PB 브랜드이며, 매콤∙달콤∙쫄깃함과 중독성이 있는 오랜 노하우와 해외 우수 미각상 인증을 받은 검증된 제품입니다.",유미네 떡볶이(오리지널),"아이더스에프앤비 유통사업의 첫 PB 브랜드이며, 매콤∙달콤∙쫄깃함과 중독성이 있는 오랜 노하우와 해외 우수 미각상 인증을 받은 검증된 제품
","간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
B1115,리리스코퍼레이션,,일반식품,204,RIRISCORPORATION,https://smartstore.naver.com/ririscorporation,"1. 업체명: 리리스코퍼레이션 (RIRIS Corporation)

2. 브랜드명: 오늘도흑염룡 (EVER BE DRAGON)

3. 업체 소개글
: 리리스코퍼레이션은 건강한 일상을 위한 프리미엄 보양식 브랜드 ‘오늘도흑염룡’을 중심으로, 식품 산업의 새로운 기준을 제시하고 있는 건강식품 전문 기업입니다.
전통 보양 재료인 ‘흑염소진액’을 현대적 감성으로 재해석하여, 고기력·고함량 중심의 프리미엄 보양식 제품을 개발하고 있으며, 신뢰도 높은 생산 환경과 트렌디한 디자인으로 소비자와의 접점을 넓혀가고 있습니다.

4. 주요 제품 소개

1) 하드룡 파워부스터

- 110℃에서 36시간 이상 저온추출
- 흑염소의 살과 뼈를 통째로 고아낸 고함량 식육추출가공식품
- 진한 맛과 높은 영양밀도로 중장년층 고객 중심의 재구매율 확보

2) 이지룡 루어샷

- 흑염소혼합추출액 기반의 데일리 보양 루틴템
- 30가지 전통 원재료 배합
- 스탠딩 파우치 형태로 2030세대에게 휴대성과 트렌디함으로 호응

‘오늘도흑염룡’ 오늘도 기운차게, 흑염소로 건강하게, 흑염룡처럼 강력하게라는 메시지를 담아, 유쾌한 캐릭터 브랜딩을 통해 브랜드 인지도를 강화하고 있습니다.

5. 판매 및 유통 현황
1) 네이버 스마트스토어: 리뷰 평점 4.9 이상 유지, 단골 고객 다수 확보
2) 롯데ON, 쿠팡 주요 온라인 플랫폼 입점

복날 시즌 기획세트 구성으로 단일 제품 기준 월 2,000건 이상 판매 기록

6. SNS 운영 현황
1) 네이버 블로그: 누적 방문자 수 4만 명 이상, SEO 기반 건강정보 콘텐츠 발행 중
2) 인스타그램 (@ririscorporation): 팔로워 3천 명 이상, 제품 리뷰 및 MZ 맞춤 콘텐츠 릴스 운영
4) 유튜브 채널 : 흑염소 정보, 제품 후기, 고객 브이로그 등 콘텐츠 운영

7. 향후 계획
1) 해외 수출용 프리미엄 라인 개발 및 국가별 패키징 현지화
2) MZ세대 맞춤형 기능성 젤리형 보양식 및 건강간식 라인 확장
3) 어린이 전용 흑염소 파우치 출시 예정
4) HACCP, 기능성 식품 인증 확대 및 농축 기술 고도화

흑염소진액의 무겁고 고루한 이미지를 벗고, 유쾌하고 세련된 브랜드로.리리스코퍼레이션은 오늘도흑염룡을 통해, 전통의 깊이와 현대적 라이프스타일을 연결하는 건강 루틴 브랜드로 도약합니다.",하드룡 파워부스터 ,"하드룡 파워부스터는 흑염소의 살과 뼈를 통째로 110℃에서 36시간 저온살균한 고함량 31.56% 식육추출가공식품입니다. 국내산 6년근 홍삼과 29가지 전통 원재료를 황금비율로 배합하였으며, 저당·무지방·무첨가로 안심 섭취가 가능합니다. 기력 저하, 피로 누적, 회복기, 중장년층에 추천드립니다.","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
B5414,(주)모어스코리아,고메,일반식품,205,Mohrs Korea Inc.,culinaire.co.kr,수입식품 유통업체입니다,"트레비하노 간편식 쿠스쿠스, 리조또","야채, 곡물을 저온탈수하여 쉽고 영양가 있는 식사를 제공할 수 있는 제품입니다","수입 간편식품 (수입 HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
B4710,송학식품,,일반식품,207,songhak food,무,"송학식품( kgakkgak김부각)은 한국 전통 간식 ‘김부각’을 현대적인 감각으로 재해석한 프리미엄 찹쌀 김부각 브랜드입니다.
2대에 걸쳐 이어온 50년의 장인정신을 바탕으로, 느림과 정직함, 그리고 전통이 가장 깊은 맛을 만든다고 믿으며
전통 한식 간식의 세계화를 목표로, 한국의 맛과 철학을 세계인의 식탁에 올리고자 
전통을 바탕으로 하지만 늘 새롭고 감각적인 방식으로 소비자와 소통을 위해 노력합니다.",김부각,"국내산 엄선된 김,찹쌀,천일염을 사용한 전통 간식 김부각에 k-food의 대표 음식(김치,불고기,비빔밥)을 입혀
다양한 소비층과 글로벌 진출에서의 경쟁력을 갖춘 프리미엄 영양간식","간식/스낵류 (과자류, 칩, 견과류, 캔디류, 전통간식, 건조간식, 안주류 외)"
A3204,그랏츠& JC,,일반식품,208,GRATS& JC,https://newgreen-n.com/,부산 깡통시장내에 사무실 겸 점포를 운영중이며 대표님이 직접 일본 박람회등 일본 회사들과 직접적인 교류를 통하여 제품을 수입하고 있으며 일본 동경에 사무실을 가지고 있으며 아끼다도에  본사가 있으며 일본대표 사장님 쯔카모토타미오님 께서는 호텔경영도 함께 하고 계십니다 .,"일본 된장, 간장,소스 / 건강기능식품(눈영양제)","일본의 나고야시, 아끼다시겐 등 동경등의 일본회사가 직접제조한 일본된장과 간장소스 건강식품을 전시 판매 하고자 합니다 ","수입 건강식품 (수입 건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
S1303,농업회사법인 주식회사 공동체공간수작,주류라운지,일반식품,211,cs-soojack,www.공동체공간수작.com,지역에서 전통주를 생산하는 업체입니다,숨은골12,"찹쌀, 누룩, 물로만 빚은 한 번 발효한 단양주입니다.
부드러운 단맛과 상큼함을 담았으며
마시는 잔마다 맛과 향이 달라지는 술입니다","주류 (전통주, 맥주, 포도주, 위스키, 칵테일, RTD, 저/무알콜 외)"
A3403,삼진식품,,일반식품,565,Samjin food,www.samjinfoods.com,"삼진식품은 순수한 건강과 자연을 담은 제품을 선사하겠다는 마음가짐으로 신제품 개발,연구에 끊임없는 노력을 아끼지 않고 맛있는 제품을 제공하는 회사입니다.1998년 창립이후 경북권 최초의 전분가공품 HACCP 인증을 시작하여 총 7개의 식품유형을 HACCP 인증취득하여 안전한 식품문화를 선도하는 기업으로 발전하고 있습니다.",빙수애콩가루,"빙수애 콩가루는 콩, 팥, 유크림, 설탕 등을 조화롭게 배합한 올인원 고소한 콩가루 제품입니다. 별도의 추가 재료 없이도 빙수 위에 바로 뿌려 사용할 수 있어 간편하며, 달콤하고 고소한 맛이 조화를 이루어 남녀노소 누구나 즐길 수 있습니다. 디저트용 토핑 외에도 우유나 요거트에 타서 음료처럼 활용할 수 있습니다.","조미식품 (향신료, 분말/팩, 양념/소스, 페이스트, 오일, 식초 외)"
S1004,복순도가,주류라운지,일반식품,201,boksoondoga,boksoon.com,"복순도가는 울산에 위치한 양조장으로 프리미엄 전통주를 빚고 있습니다. 발효를 통해 만들어지는 천연탄산이 가득 담겨있고 새콤달콤한 맛으로 사랑받고 있습니다. 현재 일본, 홍콩, 싱가포르에 수출 중입니다. ",복순도가 손막걸리,발효과정에서 만들어진 천연 탄산이 가득한 막걸리로 프리미엄 막걸리입니다. 새콤달콤한 맛이 특징입니다.,"주류 (전통주, 맥주, 포도주, 위스키, 칵테일, RTD, 저/무알콜 외)"
A2104,농업회사법인(주)캄코화성공장,,일반식품,200,CamKor Hwasung Co.Ltd,없습니다. ,"농업회사법인(주) 캄코는 축산 유통 전문가와 식품 위생 전문가 부부가 함께 설립한 식품 기업입니다.
건강하고 안전한 먹거리를 향한 진심에서 출발한 캄코는, 축산물 유통 경험과 위생 관리 노하우를 바탕으로
누구나 안심하고 먹을 수 있는 양념육 가공품을 생산하고 있습니다.
주력 브랜드인 ‘하루담’은 “하루의 마음을 담다”는 뜻을 지닌 브랜드로,
네 명의 딸을 키우는 엄마의 시선으로 개발된 프리미엄 가정식 육가공 제품을 선보이고 있습니다.
축산물 유통업으로 출발한 캄코는 2025년 경기도 화성에 가공장을 설립하고, 
스마트스토어 및 소셜 플랫폼을 통해 소비자와 만나고 있으며,
향후에는 동남아시아 진출을 통해 글로벌 브랜드로의 성장을 준비하고 있습니다.
전시회를 통해 하루담의 진심이 담긴 식탁을 더 많은 이들에게 소개하고,
함께 성장할 파트너를 만나고자 합니다.",하루담 돼지양념갈비,"하루담 돼지양념갈비는 달큰한 양념이 고기결 사이사이 깊이 배어, 
부드러우면서도 풍성한 맛의 입체감이 느껴지는 메뉴입니다. 
누구나 좋아하는 ‘양념갈비의 정석’을 하루담만의 방식으로 담았습니다.","일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
B4301,주식회사 라이브어트,,일반식품,232,LIVET,https://smartstore.naver.com/bowlb,"라이브어트는 무조건적으로 비워내는 '다이어트(DIET)'가 아닌, 건강하게 채우며 지속할 수 있는 식단 '라이브어트(LIVET)'를 고민하는 기업입니다.
'Live'라는 이름처럼, 고객이 살아가는 즐거움과 먹는 즐거움을 동시에 누릴 수 있도록 하는 것이 우리의 목표입니다. 
라이브어트는 단순히 칼로리를 줄이는 것에 그치는 것이 아니라, 영양과 맛을 가득 채운 건강한 식단을 제안합니다. 
식탁 위 매 순간이 만족스러운 '코스 요리'처럼 느껴지도록, 라이브어트는 앞으로도 지속 가능한 건강한 식생활이라는 코스를 이어가겠습니다.",볼비 두유그릭요거트,"1. 뛰어난 영앙성분: 100g당 109kcal, 단백질 13g, 당류 0g, 순탄수 1g 다이어트와 건강식에 최적화된 영양 밸런스를 제공합니다.
2. 콩 특유의 비린맛 제거: 마다가스카르산 천연 바닐라빈 사용으로 두유의 풍미를 살리면서도 은은한 단맛을 더해 맛있게 즐길 수 있습니다.
3. 100% 식물성 재료 사용: 유당불내증, 비건 등 다양한 이유로 유제품 섭취가 어려운 소비자들도 안심하고 먹을 수 있는 제품입니다.
4. 꾸덕한 질감과 담백한 맛: 고농축된 꾸덕한 질감으로 디저트처럼 떠먹는 즐거움을 선사합니다.","디저트/베이커리 (케이크, 푸딩, 빵/제과류, 초콜릿, 요거트/유제품 외)"
S1002,농업회사법인 삼산도가 주식회사,주류라운지,일반식품,197,Samsandoga agri. co.,https://samsandoga.com/,"삼산도가는 완주의 자연을 술에 담고자 세 청년이 동상면 산골짜기에 세운 전통주 양조장입니다. 제품 하나가 만들어지고 소비되는 전 과정을 생산자가 충분히 이해할 때에 좋은 제품이 나온다는 생각으로, 친환경 벼농사부터 전통방식을 살린 양조까지 함께 하고 있습니다. 현재 탁/약주 제품 4종을 생산합니다.",호호히 스파클링,"샴페인을 제조하는 오래된 방식을 따라, 저온에서 효모가 만드는 탄산을 병에 가두었습니다. 달지 않고 청량함이 있어 한여름 갈증을 씻어내기 좋은 술입니다.","주류 (전통주, 맥주, 포도주, 위스키, 칵테일, RTD, 저/무알콜 외)"
A3203,(주)마이크로바이옴,,일반식품,184,Microbiome Inc,www.microbiomekorea.com,"㈜마이크로바이옴의 주력 사업으로는 유산균, 유산균대사산물을 이용한 건강기능식품 및 일 마이크로바이옴 화장품 원료, 마이크로바이옴 탈취제, 마이크로바이옴 비료 등 마이크로바이옴을 이용한 다양한 제품들을 개발 및 판매하고 있습니다 반가공식품 원료 및 완제품의 제조 및 판매를 하고 있으며, 이들 제품에 대한 OEM/ODM도 진행하고 있습니다. ",글루텐분해유산균,"유산균 원료 분말, 유산균대사산물 원료 분말, 유산균 및 유산균 대사산물 가공식품, 마이크로바이옴 비료, 마이크로바이옴 탈취제 등.","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
B2309,아카이브에이트,,일반식품,189,Archive8,https://smartstore.naver.com/easypureezy,"archive8는 즐거운 맛과 추억의 무한한 수집을 모토로,
기록하고 싶은 식탁을 제안하는 식품 브랜드입니다.
첫 제품 <편하다 퓨레>는 일상에 스며드는 특별한 맛을 위해
재료 본연의 풍미를 살리고, 어울리는 레시피를 더했습니다.
맛과 영양이 듬뿍 담긴 한스푼을 통해,
우리의 일상 속 식사가 더 편하고, 즐겁고, 소중하길 바랍니다. ",편하다 퓨레 / easy pureezy,"농산물(지역 및 제철 채소, 견과류 등)을 활용한 ‘미식용, 일반 식사용 퓨레’ ","조미식품 (향신료, 분말/팩, 양념/소스, 페이스트, 오일, 식초 외)"
B1114,에센시에르,,일반식품,214,ESSENCHER,essencher.com,"Essencher는 본질(Essence)과 소중히 여기다(chérirA)의 만남으로
자연에서 나오는 것들이 가장 아릅답고,
가장 자연스럽다고 믿기 때문에 우리는 그 본질을 존중하며
그 가치를 그대로 담아내기 위해 노력하는 자연주의 라이프 브랜드입니다",친환경 리빙용품,"플라스틱통을 사용하지 않는 고체 세제 (식기류, 과일 세척)
천연 수세미류 (면수세미, 옥수수수세미, 천연수세미) 등","가정용 주방용품 (가정용 냄비/프라이팬, 조리도구류, 주방잡화, 주방 수납용품 외) "
B5101,씨지에프주식회사,,일반식품,190,"CGF CO., LTD.",https://bbomtopokki.com/,"씨지에프(주)는 K-푸드의 글로벌화를 선도하는 식문화 전문 기업으로, 단순한 제품 수출을 넘어 한국 고유의 식문화를 세계에 전달하는 것을 핵심 가치로 삼고 있습니다. 당사는 브랜딩, 콘텐츠, 현지화 전략을 유기적으로 결합하여, 각국 소비자들에게 한국 음식이 지닌 깊이와 감성을 경험할 수 있도록 다양한 방식으로 접근하고 있습니다.

씨지에프(주)의 가장 큰 강점은 철저한 현지화 전략에 있습니다. 각 시장의 소비자 라이프스타일과 미각 트렌드, 유통 구조, 법·제도적 환경을 다각도로 분석하고, 이를 기반으로 현지에 최적화된 제품 기획 및 생산을 추진합니다. 더불어 한국 음식이 지닌 문화적 배경과 스토리를 결합한 마케팅 콘텐츠를 통해, 단순한 ‘음식’ 그 이상의 가치를 전달하고 있습니다.

대표 제품군으로는 한국을 대표하는 K-푸드인 떡볶이를 중심으로, 프리미엄 라인업 및 다양한 퓨전 제품들이 있으며, 각국의 식문화와 조화를 이룰 수 있는 방향으로 확장을 지속하고 있습니다. 이를 통해 글로벌 시장에서 브랜드의 경쟁력과 지속 가능성을 동시에 강화하고자 합니다.

씨지에프(주)는 글로벌 파트너들과의 전략적 협력을 통해 공동 제품 개발(Co-Development), 브랜드 현지화, 유통 채널 확장을 실현하고 있으며, 단기적 성과보다는 장기적 관점에서 상호 시너지를 낼 수 있는 파트너십 구축을 지향합니다.

K-푸드에 대한 세계적 관심이 높아지는 흐름 속에서, 씨지에프(주)는 다양한 국가의 고객들에게 새로운 브랜드 경험과 가치를 제공하며, 한국 식문화의 세계화에 앞장서 나가고 있습니다.",뽐 떡볶이,"당사에서 수출을 준비 중인 봉지떡볶이는 간편성과 휴대성을 극대화한 형태로, 일반적인 라면처럼 '뜯어 쓰는' 구조로 설계된 제품입니다. 바쁜 일상 속에서도 손쉽게 조리할 수 있는 이점 덕분에 다양한 소비자층에게 어필할 수 있으며, 특히 간편식을 선호하는 해외 시장에서 경쟁력이 높습니다.

제품 패키지에는 기능성과 안전성을 고려한 고급 소재가 사용되었습니다. 내부에 은박을 적용한 포장은 습기와 빛에 대한 차단 효과가 뛰어나 제품의 품질을 장기간 유지할 수 있도록 돕습니다. 이는 장거리 운송이 불가피한 해외 수출 환경에서 특히 중요한 요소로, 제품의 신선도와 맛을 그대로 유지할 수 있는 큰 장점으로 작용합니다.

또한 봉지떡볶이는 기존 유사 제품들과의 차별화를 위해 독창적인 디자인 전략을 도입하였습니다. 라면을 연상시키는 형태와 감각적인 비주얼을 강조한 패키지는 소비자의 시선을 사로잡으며, 유통 매장에서의 주목도를 높입니다. 이는 단순한 포장재를 넘어 브랜드 이미지와 마케팅 전략의 핵심 요소로 활용될 수 있습니다.

이처럼 당사의 봉지떡볶이는 실용성과 심미성을 모두 갖춘 차세대 간편식으로, 글로벌 시장에서도 충분한 경쟁력을 지닌 제품입니다.","간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
B5301,무릉도원영농조합법인,,일반식품,193,PARADISE farming association coporation,https://smartstore.naver.com/balgrepeach,저희 무릉도원영농조합법인은 지속가능한 성장과 지역 사회 가치 창출을 목표로 '함께 꿈꾸고 함께 이루는 우리'라는 비전을 가진 복숭아전문 가공업체 입니다.,발그레 복숭아 파우치,4계절 간단하게 즐길수 있는 원물 복숭아 간식,"일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
B4402,"그레인 앤 글로우
",,일반식품,194,Grain & Glow,https://smartstore.naver.com/sulyuhwa_,"곡물속에서 빛나는 '그레인 앤 글로우, 입니다.
곡물들을 활용하여 믿을 수 있는 디저트를 만들어갑니다.",그레인크런키,귀리로만든 시트위에 각종 견과류를 올린 바삭한 곡물영양바,"건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
B5406,"주식회사 티아그로즈
",,일반식품,191,"T-Agros Co., Ltd.",www.ohsoybean.com,"(주)티아그로즈는 친환경 애그테크(Ag-Tech)기반의 기능성 식품 및 원료를 개발, 공급합니다.
(주)티아그로즈는 Non-GMO를 기반으로 한 독보적 품종(호심콩, 오소이콩) 개량 및 양산능력을 보유하고 있습니다.
실용성 높은 우수한 콩품종을 개발하여 산업화를 통해 국민건강과 사회에 기여하기 위해 설립된 경북대학교 교원창업기업/경북대학교 기술지주(주)자회사 법인입니다.
(주)티아그로즈 제품으로는 
- 호심콩(고올레산 콩)을 이용한 제품군 : 호심콩두유, 호심콩죽3종(콩죽, 단팥콩죽, 호박콩죽)
- 오소이콩(오메가3가 풍부한 콩)을 이용한 제품군 : 오소이프로틴두유, 발효콩 ",호심콩콩물두유,"오메가9이 풍부한 호심콩콩물두유
- 콜레스테롤 관리와 혈관 건강에 도움을 주는 담백한 우유
- 고혈압과 심장질환을 고민하는 중장년층
- 첨가물 없이 건강한 라이프스타일을 추구하는 젊은 층","케어푸드 (고령친화식품, 환자식, 요양식, 특수영양식 외)"
A4609,"부평마을영농조합
",,일반식품,187,Bupyeong village farming association,https://xn--hz2b11el8ki4m.com/,"부평마을영농조합은 완주 지역에서 생산되는 농산물을 활용해 전통장류와 참기름, 들기름, 고추장 소스를 제조하는 기업입니다. 부평마을영농조합은 2012년 행정안전부로부터 지정 받은 마을기업입니다.",완주부평청국장,완주지역에서 생산된는 대두를 활용해 전통방식으로 발효한 저염 청국장,"반찬류 (김치류, 젓갈류, 장류, 김, 절임/무침 외)"
B4606,"(주)아이디씨솔루션
",,일반식품,186,"IDC SOLUTION CO., LTD.",www.abf.co.uk,"맥아 Extract를 생산하는 제조업체인 Shanghai AB Food & Beverages Ltd.는 3천만 달러 이상의 투자를 유치한 외국인 투자 기업으로 연구, 생산, 응용 제품 개발에 최선을 다하고 있습니다. 우리는 천연 보리와 맥아를 원료로 사용하여 다양한 종류의 맥아 Extract를 생산하고 있으며, AB Malt Extract 브랜드의 맥아 Extract와 유제품, 베이커리, 음료, 쿠키 등 다양한 종류의 ""Ovaltine"" 브랜드 관련 제품을 생산하고 있습니다.  맥아 Extract는 특히 맥주 등 주류 산업의 중요 원재료 로서의 활용성이 기대되고 있습니다.",맥아 추출물 파우더 (Dried Malt Extract),"천연 보리와 맥아를 원료로 사용하여 다양한 종류의 맥아 추출물을 생산하고 있습니다.  AB Malt Extract 브랜드의 맥아 추출물은 유제품, 베이커리, 음료, 쿠키, 맥주 등 다양한 종류의 제품에 응용되고 있습니다.","수입 조미식품 (수입 향신료, 분말/팩, 양념/소스, 페이스트, 오일, 식초 외)"
B5502,샤인프레시,고메,일반식품,176,shinefresh,shinefresh.co.kr,"샤인프레시는 경북 상주 샤인머스캣 100%원물만을 담은 프리미엄 가공식품을 지향하는 로컬푸드브랜드입니다. 
과잉출하로 인한 샤인머스캣의 문제점을 해결하고자 첨가물없는 100% 원액베이스의 프리미엄 가공식품으로 재탄생시켜 건강에 이로운 가치를 전달하고 있습니다. 
주요제품으로는 100% 샤인머스캣 샤인머스캣 착즙주스, 스파클링주스, 발사믹비네거2종을 판매하고 있습니다.",그라데볼레 샤인발사믹 식초,"샤인머스캣의 달콤함과 우아한 풍미를 그대로 담은 발사믹 비네거
원산지: 경북 상주 샤인머스캣  100%
함량: 54.5% 샤인머스캣 발효식초, 45.% 샤인머스캣 농축액 
에이드, 음용, 해산물, 샐러드, 디저트, 요리용,샌드위치소스 
총산도: 4%이상
25년 우수문화상품 선정 -샤인발사믹화이트 (문화체육관광부 지정)","조미식품 (향신료, 분말/팩, 양념/소스, 페이스트, 오일, 식초 외)"
A4310,보고바이오,,일반식품,161,BOGOBIO,https://bogobio.com/,"㈜보고바이오는 1999년 창립된 생명공학 전문기업으로, 천연물 기반 신약 개발을 통해 세상에 없던 치료제를 만들고, 더 많은 생명을 살리는 것을 궁극적인 목표로 삼고 있습니다. 보고바이오는 수십 년간의 연구 끝에 세계 최초로 천종산삼 DNA와 99% 이상 일치하는 산삼배양근을 상용화하는 데 성공했으며, 이를 바탕으로 프리미엄 건강기능식품 브랜드 천삼정을 런칭하였습니다. 천삼정은 단순한 건강보조식품이 아닌, 과학과 전통의 지혜가 융합된 고급 건강 솔루션 브랜드로 자리 잡고 있습니다. 특히 대표 제품인 산삼비책은 고함량 진세노사이드를 안정적으로 제공하며, 현대인의 건강을 효과적으로 관리할 수 있도록 설계되었습니다. 현재 보고바이오는 국내 시장에서의 입지를 강화하는 동시에, 동남아시아를 비롯한 글로벌 시장 진출에도 적극적으로 나서고 있습니다. 생명과학 기술과 천연물 연구의 융합을 통해, 인류 건강의 새로운 패러다임을 제시하는 기업으로 지속적인 도약을 이어가고 있습니다.",산삼비책 진 더 블랙,"산삼비책 진 더 블랙은 자연산삼에서 유래한 산삼배양근을 핵심 원료로 사용한 건강기능식품으로, 보고바이오의 독자적인 배양 기술과 원료 검증 시스템을 기반으로 설계된 고함량 프리미엄 포뮬러입니다. 주원료인 인삼 사포닌(진세노사이드)은 식약처에서 면역력 증진, 피로 개선, 항산화, 기억력 개선, 혈소판 응집 억제를 통한 혈류 흐름 개선에 도움을 줄 수 있다고 인정한 기능성 원료입니다. 산삼비책 진 더 블랙에는 시중 홍삼액 대비 약 5배 이상의 진세노사이드가 함유되어 있으며, 1일 섭취 기준 대비 약 1700%에 달하는 고함량 제품입니다. 또한 무설탕·무색소·무방부제의 클린 포뮬러로 설계되어 누구나 부담 없이 섭취할 수 있으며, 하루 한 포 섭취만으로 간편하게 건강관리가 가능합니다.","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
B6004,영농조합법인미르,,일반식품,181,Mir Agricultural Cooperative Corporation,p1021108@hanmail.net,본 영농조합법인은  완주의 농산물을 활용하여 모주 및 누룽지 육포를 만들어 판매하는 업체임,모주,"완주에서 생산되는 생강, 대추, 막걸리 등을 사용하여 개발된 모주향기를 홍보하고자 함","간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
A1119,(주)제이씨오르,,일반식품,174,JCOR,http://jcor.co.kr/,"한국과 홍콩에 본사를 둔 한국 화장품 및 식품 전문 공급망 회사입니다.
10년 이상 미국, 유럽, 중동, 러시아, 동남아시아의 파트너들에게 최고 수준의 한국 뷰티와 디바이스, 식품을 제공하고 있습니다.
JCOR은 2018년부터 체계적으로 관리되고 있는 유통망과 상품군을 활용하여
전세계 40여개국의 파트너와 함께 성장합니다.

",장터김치,"국내 대기업 브랜드인 CJ푸드및 삼성웰스토리.현대그린푸드의 김치류 OEM 생산업체인 (주)농일김치에서 상위 B2C 제품만
엄선하여 홍콩 HKTV-MALL에 첫 런칭과 동시에 선풍적인 인기몰이중인 ""장터김치""라는 브랜드로 파트너사및 일반 소매 영업판매중입니다.","수입 일반 가공식품 (수입 캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
B4304,"농업회사(주)가람솔
",,일반식품,172,"garamsol agricltural Co.,Ltd",www.hangacho.com,"농업회사법인(주)가람솔
브랜드명; 항아초
법인설립; 2008년 7월",항아사과식초.항아솔잎식초.항아생강식초.항아허부식초.항아마시는솔잎초.고추식초,가람솔이 만드는항아초는 우리나라 고유의 전통항아리에서 자연발효 숙성하여 만들었습니다,"음료 (커피, 차, 주스, 탄산음료, 에너지 드링크, 이온음료 외)"
B4206,윈비어,,일반식품,177,WINBEER,www.oliva.co.kr,"유럽 크래프트맥주, 내추럴와인, 올리브오일 고메 식품 수입사 ",마르푸가 엑스트라버진 올리브오일,이탈리아 프리미엄 엑스트라버진 올리브오일,"수입 조미식품 (수입 향신료, 분말/팩, 양념/소스, 페이스트, 오일, 식초 외)"
B4205,에프엠케이데어리(주),,일반식품,173,"FMK DAIRY CO.,LTD",https://www.fmkdairy.kr/,"멸균우유, 치즈 등 유제품을 수입, 유통합니다.",해피반 보코치니 모짜렐라,"신선함과 우유의 풍미를 느낄 수 있는 한 입 크기 후레쉬 모짜렐라
","디저트/베이커리 (케이크, 푸딩, 빵/제과류, 초콜릿, 요거트/유제품 외)"
